id,s,t,name,res_id
0,1,1,h_0,1
1,1,2,h_1,3
2,1,4,h_2,7
3,1,8,h_3,15
4,3,11,c_0,23
5,5,14,Ph_1,29
6,5,16,Ph_2,33
7,1,16,h_4,35
8,4,18,d_0,42
9,4,21,e_0,56
10,4,22,[f_0],62
11,3,22,c_1,64
12,7,23,Pc_0,67
13,4,24,g,72
14,9,26,P^2h_1,78
15,9,28,P^2h_2,86
16,8,30,Pd_0,94
17,7,30,i,95
18,1,32,h_5,105
19,8,33,Pe_0,108
20,7,33,j,109
21,11,35,P^2c_0,123
22,7,36,k,131
23,6,36,"(\Delta h_2^2)",132
24,5,36,n,133
25,4,36,d_1,135
26,4,37,p,144
27,13,38,P^3h_1,147
28,6,38,"(\Delta h_1h_3)",152
29,7,39,l,159
30,13,40,P^3h_2,162
31,12,42,P^2d_0,181
32,7,42,m,184
33,6,42,t,185
34,5,42,x,186
35,4,42,[e_1],187
36,6,44,"x_{38, 6}",206
37,4,44,[f_1],209
38,3,44,c_2,211
39,12,45,P^2e_0,214
40,11,45,Pj,215
41,15,47,P^3c_0,235
42,9,48,"(\Delta h_1d_0)",244
43,4,48,g_2,248
44,17,50,P^4h_1,258
45,10,51,"(\Delta h_0^2e_0)",269
46,9,51,"(\Delta h_1e_0)",270
47,17,52,P^4h_2,274
48,7,53,"M h_1",286
49,16,54,P^3d_0,291
50,15,54,P^2i,292
51,9,54,"(\Delta h_1g)",296
52,8,54,"(\Delta h_2c_1)",297
53,7,55,"x_{48, 7}",309
54,6,56,C,319
55,16,57,P^3e_0,323
56,15,57,P^2j,324
57,5,57,D_1,331
58,19,59,P^4c_0,342
59,13,60,"(\Delta h_0^2i + P\Delta h_1d_0)",351
60,13,60,"(\Delta h_0^2i)",352
61,6,60,(\Delta_1h_1^2),359
62,21,62,P^5h_1,367
63,13,63,"P(\Delta h_1e_0)",382
64,10,63,M\!P,385
65,21,64,P^5h_2,389
66,10,64,"x_{54, 10}",396
67,7,64,Q_2,398
68,6,64,D_2,399
69,1,64,h_6,401
70,4,65,D_3,415
71,20,66,"x_{46, 20}",420
72,10,66,"x_{56, 10}",430
73,7,67,Mh_4,449
74,6,67,(A+A^{\prime}),450
75,6,67,A,451
76,5,67,[H_1],452
77,20,69,"x_{49, 20}",478
78,19,69,"x_{50, 19}",479
79,10,69,Md_0,488
80,9,69,[B_4],489
81,9,70,"(\Delta x)",507
82,8,70,"(\Delta e_1+C_0+h_0^6h_5^2)",508
83,8,70,(C_0+h_0^6h_5^2),509
84,7,70,X_2,511
85,7,70,(C^{\prime}+X_2),512
86,6,70,A^{\prime\prime},514
87,23,71,P^5c_0,519
88,17,72,"x_{55, 17}",538
89,10,72,"x_{62, 10}",547
90,10,72,"x_{62, 10, 1}",548
91,6,72,(\Delta_1h_3^2),558
92,5,72,Q_3,559
93,5,72,n_1,560
94,4,72,d_2,561
95,7,73,"x_{66, 7}",576
96,4,73,p^{\prime},581
97,25,74,P^6h_1,584
98,10,74,[\Delta^2h_1h_4],595
99,4,74,p_1,603
100,17,75,"P^2(\Delta h_1e_0)",610
101,10,75,Mg,617
102,25,76,P^6h_2,628
103,10,76,(B_5+D_2^{\prime}),636
104,10,76,D_2^{\prime},637
105,9,76,C^{\prime\prime},638
106,9,76,X_3,639
107,8,76,"x_{68, 8}",640
108,8,77,D_3^{\prime},660
109,6,77,"x_{71, 6}",663
110,24,78,"x_{54, 24}",668
111,23,78,"x_{55, 23}",669
112,14,78,"x_{64, 14}",678
113,13,78,"x_{65, 13}",681
114,11,78,(\Delta^2c_1),684
115,10,79,P(A+A^{\prime}),706
116,24,81,"x_{57, 24}",736
117,23,81,"x_{58, 23}",737
118,13,81,[\Delta^2h_0g],749
119,13,82,(\Delta^2h_1g),768
120,8,82,"x_{74, 8}",773
121,7,82,"x_{75, 7}",775
122,6,82,"x_{76, 6}",776
123,27,83,P^6c_0,782
124,12,83,[\Delta^2h_4c_0],789
125,21,84,"P^3(\Delta h_1d_0)",805
126,13,84,"x_{71, 13}",817
127,13,84,"x_{71, 13, 1}",818
128,7,84,"x_{77, 7}",825
129,7,84,"x_{77, 7, 1}",826
130,6,84,t_1,829
131,5,84,x_1,832
132,4,84,e_2,833
133,9,85,"x_{76, 9}",848
134,8,85,"x_{77, 8}",850
135,29,86,P^7h_1,860
136,21,87,"P^3(\Delta h_1e_0)",890
137,18,87,"x_{69, 18}",893
138,17,87,"x_{70, 17}",895
139,9,87,"x_{78, 9}",902
140,29,88,P^7h_2,910
141,10,88,"x_{78, 10}",924
142,4,88,[f_2],932
143,3,88,c_3,934
144,12,89,"x_{77, 12}",946
145,28,90,P^6d_0,960
146,18,90,"x_{72, 18}",970
147,17,90,"x_{73, 17}",972
148,6,91,"x_{85, 6}",1013
149,16,92,"x_{76, 16}",1026
150,13,92,"x_{79, 13}",1028
151,12,92,(\Delta^2d_1),1029
152,28,93,P^6e_0,1040
153,27,93,P^5j,1041
154,16,93,"x_{77, 16}",1057
155,12,93,(\Delta^2p),1060
156,14,94,"x_{80, 14}",1081
157,10,94,"x_{84, 10}",1087
158,7,94,"x_{87, 7}",1090
159,31,95,P^7c_0,1093
160,16,95,"x_{79, 16}",1102
161,25,96,"P^4(\Delta h_1d_0)",1110
162,16,96,"x_{80, 16}",1126
163,4,96,g_3,1140
164,10,97,"(\Delta h_1H_1)",1154
165,33,98,P^8h_1,1162
166,16,98,(\Delta^2e_0^2),1171
167,15,98,(\Delta^2m),1172
168,14,98,(\Delta^2t),1173
169,13,98,(\Delta^2x),1174
170,12,98,(\Delta^2e_1),1175
171,25,99,"x_{74, 25}",1188
172,15,99,"x_{84, 15}",1202
173,15,99,"x_{84, 15, 1}",1203
174,8,99,"x_{91, 8}",1210
175,33,100,P^8h_2,1216
176,14,100,"x_{86, 14}",1228
177,12,100,"x_{88, 12}",1232
178,11,100,(\Delta^2c_2),1235
179,10,100,"(\Delta \Delta_1h_3^2)",1236
180,16,101,"x_{85, 16}",1255
181,8,101,"x_{93, 8}",1267
182,32,102,"x_{70, 32}",1273
183,31,102,"x_{71, 31}",1274
184,22,102,"x_{80, 22}",1281
185,21,102,"x_{81, 21}",1283
186,15,102,"[M(\Delta h_1e_0)]",1297
187,12,102,(M^2),1302
188,11,102,"x_{91, 11}",1303
189,10,102,"x_{92, 10}",1305
190,8,102,"x_{94, 8}",1308
191,7,102,"x_{95, 7}",1309
192,10,103,"x_{93, 10}",1332
193,17,104,(\Delta^3h_1d_0),1350
194,16,104,(\Delta^2g^2),1351
195,12,104,"x_{92, 12}",1357
196,10,104,"x_{94, 10}",1361
197,8,104,(\Delta_1g_2),1366
198,7,104,"x_{97, 7}",1368
199,32,105,"x_{73, 32}",1375
200,31,105,"x_{74, 31}",1376
201,12,105,"x_{93, 12}",1399
202,10,105,"x_{95, 10}",1403
203,7,106,"x_{99, 7}",1440
204,7,106,M_1h_2,1441
205,35,107,P^8c_0,1448
206,20,107,P(\Delta^2d_0e_0),1453
207,18,107,(\Delta^3h_0^2e_0),1455
208,17,107,(\Delta^3h_1e_0),1456
209,10,107,"x_{97, 10}",1462
210,29,108,"x_{79, 29}",1473
211,29,108,"x_{79, 29, 1}",1474
212,12,108,[\Delta\Delta_1g],1502
213,9,108,"x_{99, 9}",1508
214,7,108,"x_{101, 7}",1514
215,15,109,M(\Delta^2h_1),1532
216,8,109,"x_{101, 8}",1547
217,37,110,"x_{73, 37}",1552
218,18,110,(\Delta^3h_2^2d_0),1563
219,17,110,(\Delta^3h_1g),1564
220,16,110,(\Delta^3h_2c_1),1565
221,10,110,"x_{100, 10}",1576
222,7,110,"x_{103, 7}",1585
223,29,111,"x_{82, 29}",1594
224,26,111,[MP^5],1597
225,25,111,"x_{86, 25}",1599
226,15,111,"x_{96, 15}",1617
227,37,112,"x_{75, 37}",1632
228,14,112,"x_{98, 14}",1647
229,11,112,"x_{101, 11}",1657
230,7,112,"x_{105, 7}",1664
231,6,112,C_1,1665
232,19,113,(\Delta^2d_0l),1680
233,18,113,(\Delta^3h_2^2e_0),1681
234,13,113,[\Delta^2D_1+h_0h_6d_0i],1688
235,9,113,"(\Delta h_6e_0)",1694
236,36,114,"x_{78, 36}",1700
237,26,114,"x_{88, 26}",1710
238,25,114,"x_{89, 25}",1712
239,9,114,"(\Delta h_6f_0)",1733
240,7,114,"x_{107, 7}",1735
241,6,114,"x_{108, 6}",1737
242,5,114,D_{11},1739
243,12,115,"x_{103, 12}",1757
244,24,116,"x_{92, 24}",1778
245,22,116,(\Delta^2i^2),1780
246,21,116,(\Delta^3h_0^2i+P\Delta^3h_1d_0),1781
247,21,116,(\Delta^3h_0^2i),1782
248,18,116,(\Delta^3h_2^2g),1785
249,14,116,"x_{102, 14}",1790
250,12,116,"x_{104, 12}",1793
251,9,116,"(\Delta h_6g)",1800
252,36,117,"x_{81, 36}",1805
253,35,117,"x_{82, 35}",1806
254,16,117,"x_{101, 16}",1835
255,15,117,"x_{102, 15}",1836
256,39,119,"x_{80, 39}",1884
257,24,119,"x_{95, 24}",1894
258,22,119,P(\Delta^3h_0^2e_0),1897
259,21,119,P(\Delta^3h_1e_0),1898
260,18,119,"x_{101, 18}",1901
261,12,119,"x_{107, 12}",1907
262,11,119,"x_{108, 11}",1908
263,10,119,"x_{109, 10}",1910
264,7,119,"x_{112, 7}",1914
265,33,120,"x_{87, 33}",1919
266,15,120,"x_{105, 15}",1952
267,14,120,"x_{106, 14}",1954
268,13,120,"x_{107, 13}",1956
269,10,120,"x_{110, 10}",1959
270,9,120,"x_{111, 9}",1960
271,9,120,"x_{111, 9, 1}",1962
272,8,120,"x_{112, 8}",1965
273,6,120,"x_{114, 6}",1969
274,19,121,"x_{102, 19}",1983
275,12,121,"x_{109, 12}",1995
276,41,122,"x_{81, 41}",2003
277,22,122,"x_{100, 22}",2016
278,18,122,"x_{104, 18}",2022
279,14,122,"x_{108, 14}",2029
280,13,122,"x_{109, 13}",2030
281,10,122,"x_{112, 10}",2034
282,9,122,"x_{113, 9}",2035
283,33,123,"x_{90, 33}",2040
284,15,123,"x_{108, 15}",2075
285,14,123,"x_{109, 14}",2076
286,14,123,"x_{109, 14, 1}",2077
287,13,123,"x_{110, 13}",2078
288,10,123,"x_{113, 10}",2084
289,9,123,"x_{114, 9}",2086
290,41,124,"x_{83, 41}",2090
291,18,125,"x_{107, 18}",2146
292,17,125,"x_{108, 17}",2148
293,15,125,"x_{110, 15}",2152
294,13,125,"x_{112, 13}",2156
295,40,126,"x_{86, 40}",2162
296,39,126,"x_{87, 39}",2163
297,30,126,"x_{96, 30}",2172
298,29,126,"x_{97, 29}",2174
299,19,126,"x_{107, 19}",2198
300,17,126,"x_{109, 17}",2201
301,17,126,"x_{109, 17, 1}",2202
302,16,126,"x_{110, 16}",2203
303,16,126,"x_{110, 16, 1}",2204
304,15,126,"x_{111, 15}",2208
305,15,126,"x_{111, 15, 1}",2209
306,14,126,"x_{112, 14}",2212
307,13,126,"x_{113, 13}",2213
308,13,126,"x_{113, 13, 1}",2214
309,12,126,"x_{114, 12}",2216
310,11,126,"x_{115, 11}",2217
311,10,127,"x_{117, 10}",2255
312,10,127,"x_{117, 10, 1}",2256
313,9,127,"x_{118, 9}",2257
314,9,127,"x_{118, 9, 1}",2258
315,25,128,"x_{103, 25}",2271
316,18,128,"x_{110, 18}",2284
317,18,128,"x_{110, 18, 1}",2285
318,16,128,"x_{112, 16}",2292
319,13,128,"x_{115, 13}",2300
320,11,128,"x_{117, 11}",2304
321,10,128,"x_{118, 10}",2308
322,9,128,"x_{119, 9}",2310
323,7,128,"x_{121, 7}",2312
324,1,128,h_7,2315
325,40,129,"x_{89, 40}",2318
326,39,129,"x_{90, 39}",2319
327,19,129,"x_{110, 19}",2355
328,15,129,"x_{114, 15}",2362
329,13,129,"x_{116, 13}",2366
330,12,129,"x_{117, 12}",2370
331,11,129,"x_{118, 11}",2373
332,10,129,"x_{119, 10}",2376
333,9,129,"x_{120, 9}",2378
334,18,130,"x_{112, 18}",2407
335,12,130,"x_{118, 12}",2421
336,11,130,"x_{119, 11}",2424
337,10,130,"x_{120, 10}",2430
338,9,130,"x_{121, 9}",2431
339,6,130,"x_{124, 6}",2434
340,5,130,"x_{125, 5}",2435
341,4,130,"x_{126, 4}",2436
342,43,131,"x_{88, 43}",2443
343,28,131,"x_{103, 28}",2450
344,26,131,"x_{105, 26}",2452
345,25,131,"x_{106, 25}",2453
346,18,131,"x_{113, 18}",2464
347,18,131,"x_{113, 18, 1}",2465
348,16,131,"x_{115, 16}",2468
349,15,131,"x_{116, 15}",2471
350,15,131,"x_{116, 15, 1}",2472
351,11,131,"x_{120, 11}",2484
352,8,131,"x_{123, 8}",2488
353,7,131,"x_{124, 7}",2489
354,37,132,"x_{95, 37}",2501
355,18,132,"x_{114, 18}",2542
356,18,132,"x_{114, 18, 1}",2543
357,17,132,"x_{115, 17}",2545
358,17,132,"x_{115, 17, 1}",2546
359,16,132,"x_{116, 16}",2547
360,15,132,"x_{117, 15}",2551
361,14,132,"x_{118, 14}",2554
362,14,132,"x_{118, 14, 1}",2555
363,12,132,"x_{120, 12}",2563
364,12,132,"x_{120, 12, 1}",2564
365,11,132,"x_{121, 11}",2568
366,9,132,"x_{123, 9}",2569
367,8,132,"x_{124, 8}",2571
368,6,132,"x_{126, 6}",2573
369,16,133,"x_{117, 16}",2611
370,14,133,"x_{119, 14}",2616
371,11,133,"x_{122, 11}",2622
372,10,133,"x_{123, 10}",2624
373,9,133,"x_{124, 9}",2627
374,9,133,"x_{124, 9, 1}",2628
375,8,133,"x_{125, 8}",2629
376,8,133,"x_{125, 8, 1}",2630
377,6,133,"x_{127, 6}",2633
378,5,133,"x_{128, 5}",2635
379,45,134,"x_{89, 45}",2639
380,22,134,"x_{112, 22}",2656
381,19,134,"x_{115, 19}",2664
382,18,134,"x_{116, 18}",2667
383,17,134,"x_{117, 17}",2671
384,15,134,"x_{119, 15}",2676
385,14,134,"x_{120, 14}",2679
386,11,134,"x_{123, 11}",2685
387,11,134,"x_{123, 11, 1}",2687
388,10,134,"x_{124, 10}",2690
389,10,134,"x_{124, 10, 1}",2691
390,9,134,"x_{125, 9}",2695
391,9,134,"x_{125, 9, 1}",2696
392,8,134,"x_{126, 8}",2700
393,8,134,"x_{126, 8, 1}",2701
394,8,134,"x_{126, 8, 2}",2702
395,8,134,"x_{126, 8, 3}",2703
396,7,134,"x_{127, 7}",2706
397,7,134,"x_{127, 7, 1}",2707
398,6,134,"x_{128, 6}",2711
399,6,134,"x_{128, 6, 1}",2712
400,5,134,"x_{129, 5}",2715
401,37,135,"x_{98, 37}",2725
402,34,135,"x_{101, 34}",2728
403,33,135,"x_{102, 33}",2730
404,22,135,"x_{113, 22}",2755
405,18,135,"x_{117, 18}",2768
406,14,135,"x_{121, 14}",2771
407,13,135,"x_{122, 13}",2772
408,12,135,"x_{123, 12}",2775
409,11,135,"x_{124, 11}",2778
410,11,135,"x_{124, 11, 1}",2779
411,11,135,"x_{124, 11, 2}",2780
412,10,135,"x_{125, 10}",2783
413,10,135,"x_{125, 10, 1}",2785
414,9,135,"x_{126, 9}",2788
415,8,135,"x_{127, 8}",2795
416,45,136,"x_{91, 45}",2806
417,13,136,"x_{123, 13}",2842
418,13,136,"x_{123, 13, 1}",2843
419,10,136,"x_{126, 10}",2855
420,19,137,"x_{118, 19}",2900
421,17,137,"x_{120, 17}",2903
422,16,137,"x_{121, 16}",2907
423,15,137,"x_{122, 15}",2909
424,15,137,"x_{122, 15, 1}",2910
425,12,137,"x_{125, 12}",2918
426,12,137,"x_{125, 12, 1}",2919
427,11,137,"x_{126, 11}",2924
428,10,137,"x_{127, 10}",2929
429,8,137,"x_{129, 8}",2938
430,7,137,"x_{130, 7}",2940
431,44,138,"x_{94, 44}",2945
432,34,138,"x_{104, 34}",2955
433,33,138,"x_{105, 33}",2957
434,22,138,"x_{116, 22}",2982
435,21,138,"x_{117, 21}",2983
436,17,138,"x_{121, 17}",2994
437,16,138,"x_{122, 16}",2998
438,15,138,"x_{123, 15}",3000
439,14,138,"x_{124, 14}",3005
440,14,138,"x_{124, 14, 1}",3006
441,10,138,"x_{128, 10}",3022
442,10,138,"x_{128, 10, 1}",3024
443,9,138,"x_{129, 9}",3026
444,9,138,"x_{129, 9, 1}",3027
445,8,138,"x_{130, 8}",3031
446,6,138,"x_{132, 6}",3036
447,20,139,"x_{119, 20}",3060
448,15,139,"x_{124, 15}",3076
449,14,139,"x_{125, 14}",3079
450,10,139,"x_{129, 10}",3091
451,8,139,"x_{131, 8}",3098
452,32,140,"x_{108, 32}",3118
453,29,140,"x_{111, 29}",3120
454,21,140,"x_{119, 21}",3132
455,20,140,"x_{120, 20}",3134
456,15,140,"x_{125, 15}",3151
457,14,140,"x_{126, 14}",3157
458,13,140,"x_{127, 13}",3161
459,12,140,"x_{128, 12}",3165
460,12,140,"x_{128, 12, 1}",3168
461,11,140,"x_{129, 11}",3169
462,11,140,"x_{129, 11, 1}",3171
463,10,140,"x_{130, 10}",3175
464,9,140,"x_{131, 9}",3183
465,8,140,"x_{132, 8}",3185
466,8,140,"x_{132, 8, 1}",3186
467,7,140,"x_{133, 7}",3191
468,6,140,"x_{134, 6}",3193
469,44,141,"x_{97, 44}",3198
470,43,141,"x_{98, 43}",3199
471,22,141,"x_{119, 22}",3236
472,17,141,"x_{124, 17}",3249
473,16,141,"x_{125, 16}",3253
474,13,141,"x_{128, 13}",3262
475,13,141,"x_{128, 13, 1}",3263
476,12,141,"x_{129, 12}",3266
477,11,141,"x_{130, 11}",3269
478,10,141,"x_{131, 10}",3271
479,9,141,"x_{132, 9}",3276
480,8,141,"x_{133, 8}",3280
481,15,142,"x_{127, 15}",3324
482,14,142,"x_{128, 14}",3329
483,13,142,"x_{129, 13}",3334
484,12,142,"x_{130, 12}",3335
485,11,142,"x_{131, 11}",3338
486,11,142,"x_{131, 11, 1}",3339
487,47,143,"x_{96, 47}",3363
488,32,143,"x_{111, 32}",3372
489,30,143,"x_{113, 30}",3374
490,29,143,"x_{114, 29}",3375
491,26,143,"x_{117, 26}",3378
492,20,143,"x_{123, 20}",3388
493,17,143,"x_{126, 17}",3393
494,16,143,"x_{127, 16}",3398
495,15,143,"x_{128, 15}",3404
496,13,143,"x_{130, 13}",3414
497,12,143,"x_{131, 12}",3420
498,41,144,"x_{103, 41}",3442
499,22,144,"x_{122, 22}",3482
500,18,144,"x_{126, 18}",3491
501,18,144,"x_{126, 18, 1}",3492
502,13,144,"x_{131, 13}",3509
503,11,144,"x_{133, 11}",3519
504,9,144,"x_{135, 9}",3522
505,6,144,"x_{138, 6}",3529
506,5,144,"x_{139, 5}",3531
507,5,144,"x_{139, 5, 1}",3532
508,4,144,"x_{140, 4}",3533
509,27,145,"x_{118, 27}",3548
510,20,145,"x_{125, 20}",3556
511,12,145,"x_{133, 12}",3581
512,10,145,"x_{135, 10}",3588
513,9,145,"x_{136, 9}",3591
514,9,145,"x_{136, 9, 1}",3592
515,49,146,"x_{97, 49}",3602
516,26,146,"x_{120, 26}",3619
517,22,146,"x_{124, 22}",3627
518,21,146,"x_{125, 21}",3630
519,18,146,"x_{128, 18}",3639
520,11,146,"x_{135, 11}",3668
521,10,146,"x_{136, 10}",3674
522,10,146,"x_{136, 10, 1}",3676
523,9,146,"x_{137, 9}",3679
524,8,146,"x_{138, 8}",3681
525,7,146,"x_{139, 7}",3684
526,5,146,"x_{141, 5}",3693
527,4,146,"x_{142, 4}",3695
528,41,147,"x_{106, 41}",3702
529,26,147,"x_{121, 26}",3733
530,21,147,"x_{126, 21}",3748
531,14,147,"x_{133, 14}",3765
532,13,147,"x_{134, 13}",3768
533,13,147,"x_{134, 13, 1}",3769
534,12,147,"x_{135, 12}",3775
535,9,147,"x_{138, 9}",3782
536,49,148,"x_{99, 49}",3796
537,21,148,"x_{127, 21}",3816
538,20,148,"x_{128, 20}",3820
539,18,148,"x_{130, 18}",3825
540,13,148,"x_{135, 13}",3834
541,12,148,"x_{136, 12}",3840
542,12,148,"x_{136, 12, 1}",3841
543,11,148,"x_{137, 11}",3843
544,10,148,"x_{138, 10}",3847
545,9,148,"x_{139, 9}",3854
546,8,148,"x_{140, 8}",3856
547,8,148,"x_{140, 8, 1}",3858
548,4,148,"x_{144, 4}",3869
549,23,149,"x_{126, 23}",3897
550,21,149,"x_{128, 21}",3903
551,20,149,"x_{129, 20}",3904
552,16,149,"x_{133, 16}",3913
553,48,150,"x_{102, 48}",3951
554,47,150,"x_{103, 47}",3952
555,38,150,"x_{112, 38}",3959
556,37,150,"x_{113, 37}",3961
557,26,150,"x_{124, 26}",3990
558,25,150,"x_{125, 25}",3993
559,25,150,"x_{125, 25, 1}",3994
560,18,150,"x_{132, 18}",4015
561,17,150,"x_{133, 17}",4016
562,11,150,"x_{139, 11}",4037
563,10,150,"x_{140, 10}",4039
564,10,150,"x_{140, 10, 1}",4041
565,9,150,"x_{141, 9}",4047
566,8,150,"x_{142, 8}",4055
567,8,150,"x_{142, 8, 1}",4056
568,17,151,"x_{134, 17}",4105
569,12,151,"x_{139, 12}",4117
570,11,151,"x_{140, 11}",4121
571,10,151,"x_{141, 10}",4125
572,33,152,"x_{119, 33}",4152
573,24,152,"x_{128, 24}",4172
574,23,152,"x_{129, 23}",4174
575,12,152,"x_{140, 12}",4207
576,9,152,"x_{143, 9}",4220
577,8,152,"x_{144, 8}",4224
578,48,153,"x_{105, 48}",4233
579,47,153,"x_{106, 47}",4234
580,25,153,"x_{128, 25}",4277
581,18,153,"x_{135, 18}",4292
582,17,153,"x_{136, 17}",4293
583,11,153,"x_{142, 11}",4309
584,7,153,"x_{146, 7}",4319
585,22,154,"x_{132, 22}",4346
586,21,154,"x_{133, 21}",4349
587,20,154,"x_{134, 20}",4351
588,17,154,"x_{137, 17}",4357
589,13,154,"x_{141, 13}",4365
590,12,154,"x_{142, 12}",4368
591,11,154,"x_{143, 11}",4371
592,7,154,"x_{147, 7}",4387
593,6,154,"x_{148, 6}",4392
594,51,155,"x_{104, 51}",4398
595,36,155,"x_{119, 36}",4403
596,34,155,"x_{121, 34}",4405
597,33,155,"x_{122, 33}",4406
598,25,155,"x_{130, 25}",4424
599,24,155,"x_{131, 24}",4426
600,23,155,"x_{132, 23}",4427
601,23,155,"x_{132, 23, 1}",4428
602,23,155,"x_{132, 23, 2}",4429
603,20,155,"x_{135, 20}",4438
604,16,155,"x_{139, 16}",4448
605,6,155,"x_{149, 6}",4468
606,45,156,"x_{111, 45}",4475
607,45,156,"x_{111, 45, 1}",4476
608,20,156,"x_{136, 20}",4541
609,19,156,"x_{137, 19}",4547
610,18,156,"x_{138, 18}",4548
611,18,156,"x_{138, 18, 1}",4549
612,17,156,"x_{139, 17}",4552
613,16,156,"x_{140, 16}",4555
614,15,156,"x_{141, 15}",4557
615,11,156,"x_{145, 11}",4571
616,11,156,"x_{145, 11, 1}",4572
617,7,156,"x_{149, 7}",4584
618,16,157,"x_{141, 16}",4630
619,15,157,"x_{142, 15}",4634
620,14,157,"x_{143, 14}",4637
621,13,157,"x_{144, 13}",4642
622,53,158,"x_{105, 53}",4659
623,30,158,"x_{128, 30}",4676
624,25,158,"x_{133, 25}",4692
625,23,158,"x_{135, 23}",4697
626,22,158,"x_{136, 22}",4701
627,20,158,"x_{138, 20}",4706
628,18,158,"x_{140, 18}",4712
629,16,158,"x_{142, 16}",4716
630,15,158,"x_{143, 15}",4718
631,11,158,"x_{147, 11}",4730
632,10,158,"x_{148, 10}",4731
633,9,158,"x_{149, 9}",4733
634,45,159,"x_{114, 45}",4745
635,42,159,"x_{117, 42}",4748
636,41,159,"x_{118, 41}",4750
637,30,159,"x_{129, 30}",4776
638,19,159,"x_{140, 19}",4810
639,18,159,"x_{141, 18}",4812
640,18,159,"x_{141, 18, 1}",4813
641,53,160,"x_{107, 53}",4840
642,24,160,"x_{136, 24}",4864
643,22,160,"x_{138, 22}",4868
644,21,160,"x_{139, 21}",4871
645,21,160,"x_{139, 21, 1}",4872
646,20,160,"x_{140, 20}",4873
647,18,160,"x_{142, 18}",4879
648,16,160,"x_{144, 16}",4888
649,16,160,"x_{144, 16, 1}",4889
650,15,160,"x_{145, 15}",4891
651,14,160,"x_{146, 14}",4894
652,12,160,"x_{148, 12}",4897
653,27,161,"x_{134, 27}",4947
654,24,161,"x_{137, 24}",4957
655,20,161,"x_{141, 20}",4968
656,18,161,"x_{143, 18}",4977
657,13,161,"x_{148, 13}",4986
658,10,161,"x_{151, 10}",4995
659,9,161,"x_{152, 9}",4997
660,5,161,"x_{156, 5}",5004
661,52,162,"x_{110, 52}",5009
662,42,162,"x_{120, 42}",5019
663,41,162,"x_{121, 41}",5021
664,30,162,"x_{132, 30}",5046
665,29,162,"x_{133, 29}",5047
666,21,162,"x_{141, 21}",5080
667,20,162,"x_{142, 20}",5083
668,19,162,"x_{143, 19}",5087
669,15,162,"x_{147, 15}",5097
670,15,162,"x_{147, 15, 1}",5098
671,14,162,"x_{148, 14}",5100
672,14,162,"x_{148, 14, 1}",5101
673,12,162,"x_{150, 12}",5106
674,11,162,"x_{151, 11}",5111
675,11,162,"x_{151, 11, 1}",5112
676,8,162,"x_{154, 8}",5122
677,16,163,"x_{147, 16}",5169
678,15,163,"x_{148, 15}",5173
679,15,163,"x_{148, 15, 1}",5175
680,14,163,"x_{149, 14}",5178
681,13,163,"x_{150, 13}",5183
682,13,163,"x_{150, 13, 1}",5184
683,13,163,"x_{150, 13, 2}",5186
684,8,163,"x_{155, 8}",5200
685,40,164,"x_{124, 40}",5216
686,38,164,"x_{126, 38}",5218
687,37,164,"x_{127, 37}",5219
688,28,164,"x_{136, 28}",5234
689,27,164,"x_{137, 27}",5237
690,20,164,"x_{144, 20}",5259
691,17,164,"x_{147, 17}",5266
692,17,164,"x_{147, 17, 1}",5267
693,17,164,"x_{147, 17, 2}",5268
694,15,164,"x_{149, 15}",5275
695,8,164,"x_{156, 8}",5293
696,8,164,"x_{156, 8, 1}",5294
697,8,164,"x_{156, 8, 2}",5295
698,7,164,"x_{157, 7}",5298
699,6,164,"x_{158, 6}",5302
700,52,165,"x_{113, 52}",5310
701,51,165,"x_{114, 51}",5311
702,21,165,"x_{144, 21}",5380
703,20,165,"x_{145, 20}",5383
704,20,165,"x_{145, 20, 1}",5384
705,19,165,"x_{146, 19}",5385
706,19,165,"x_{146, 19, 1}",5387
707,16,165,"x_{149, 16}",5396
708,15,165,"x_{150, 15}",5400
709,14,165,"x_{151, 14}",5402
710,14,165,"x_{151, 14, 1}",5403
711,12,165,"x_{153, 12}",5407
712,11,165,"x_{154, 11}",5408
713,11,165,"x_{154, 11, 1}",5409
714,10,165,"x_{155, 10}",5412
715,25,166,"x_{141, 25}",5459
